,feature_name,cultured_feature_counts,uncultured_feature_counts
0,"Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF",20,0
1,"Cytoplasmic potassium-binding protein Kbp/XkdP/YgaU, contains LysM domain",18,2
2,Archaeal Cys-tRNA synthase (O-phospho-L-seryl-tRNA:Cys-tRNA synthase),18,1
3,Threonine aldolase,18,0
4,"Phosphatidate phosphatase PAH1, contains Lipin and LNS2 domains. can be involved in plasmid maintenance",18,2
5,"rRNA maturation protein Rpf1, contains Brix/IMP4 (anticodon-binding) domain",18,0
6,"tRNA C32,U32 (ribose-2'-O)-methylase TrmJ or a related methyltransferase",20,0
7,ESX protein secretion system component YukD,21,0
8,"Mitochondrial translation protein, Rmd1/RMND1/DUF155 family",16,3
9,"Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family",17,1
10,Holliday junction resolvase RusA (prophage-encoded endonuclease),15,2
11,"Predicted periplasmic protein YdeI with OB-fold, BOF family",19,0
12,"Ubiquinone biosynthesis protein UbiJ, contains SCP2 domain",18,0
13,"L-lactate utilization protein LutC, contains LUD domain",19,1
14,3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme,19,1
15,Flavodoxin,18,1
16,"FoF1-type ATP synthase, delta subunit",17,3
17,"Uncharacterized conserved protein, contains CHAT domain",21,0
18,"Uncharacterized conserved protein YodC, DUF2158 family",20,0
19,Predicted DNA-binding protein with an HTH domain,21,0
20,Anaerobic selenocysteine-containing dehydrogenase,21,0
21,Primase-polymerase (Primpol) domain protein,20,0
22,"Type II secretory pathway, component PulC",17,1
23,Predicted extracellular nuclease,20,1
24,"Flp pilus assembly ATPase CpaE/TadZ, contains N-terminal REC/TadZ_N domain",19,1
25,Biotin carboxylase,15,3
26,"AIM24 protein, required for mitochondrial respiration",21,0
27,Uncaracterized surface protein containing fasciclin (FAS1) repeats,19,0
28,5-enolpyruvylshikimate-3-phosphate synthase,21,0
29,"PII-like insert in the uncharacterized protein YqfO, YbgI/NIF3 family",18,1
30,"Predicted sugar hydrolase, contains GT1 and HAD domains",17,2
31,"Prophage-encoded protein YbcV, DUF1398 family",20,0
32,Phosphotransferase system IIA component,20,0
33,"Heme/copper-type cytochrome/quinol oxidase, subunit 3",20,0
34,"Acyl-CoA:acetate/3-ketoacid CoA transferase, beta subunit",20,0
35,"Type IV secretory pathway, VirB4 component",20,1
36,"Uncharacterized membrane protein YjjB, DUF3815 family",17,1
37,Arylamine N-acetyltransferase,20,0
38,N-acyl-D-aspartate/D-glutamate deacylase,18,0
39,VanZ-like family protein (function unknown),21,0
40,N-acetylneuraminic acid mutarotase,20,0
41,"Iron-guanylylpyridinol (FeGP) cofactor biosynthesis protein, fibrillarin family",19,0
42,Activator of 2-hydroxyglutaryl-CoA dehydratase (HSP70-class ATPase domain),18,1
43,Rod binding protein domain,17,1
44,Uncharacterized Fe-S cluster protein,21,0
45,Poly(A) polymerase Pap1,21,0
46,"Uncharacterized N-terminal domain of tricorn protease, contains WD40 repeats",20,0
47,Ferredoxin-like protein FixX,21,0
48,"Type III secretory pathway, lipoprotein EscJ",18,1
49,DNA-binding nucleoid-associated protein YbaB/EfbC,19,0
50,"Uncharacterized membrane protein, DUF1648 family",18,1
51,Conjugal transfer/entry exclusion protein,19,1
52,Archaeal ADP-dependent glucokinase/phosphofructokinase,20,0
53,Phosphotransferase system cellobiose-specific component IIB,15,2
54,"Penicillin V acylase or related amidase, Ntn superfamily",18,1
55,"Uncharacterized protein, contains DUF2156 domain",20,0
56,Chaperonin GroEL (HSP60 family),18,0
57,"NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC",17,2
58,Periplasmic beta-glucosidase and related glycosidases,17,1
59,"Uncharacterized membrane-anchored protein YjiN, DUF445 family",21,0
60,"Predicted transcriptional regulator, contains XRE-type HTH domain",16,1
61,"Alpha-galactosidase/6-phospho-beta-glucosidase, family 4 of glycosyl hydrolase",18,1
62,Uncharacterized Ca-binding beta-propeller protein YjiK,19,0
63,Ketol-acid reductoisomerase,16,2
64,tRNA A37 threonylcarbamoyladenosine modification protein TsaB,16,2
65,"Type IV secretory pathway, VirB6 component",17,2
66,"ABC-type uncharacterized transport system YnjBCD, permease component",13,4
67,"Phosphotransferase system, mannose/fructose-specific component IIA",20,0
68,tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA,21,0
69,Transmembrane transcriptional regulator RsiW (anti-sigma-W factor),20,0
70,Branched-chain amino acid transport protein AzlD,21,0
71,"Uncharacterized conserved protein, DUF763 domain",19,1
72,GTPase of the G3E family (not a periplasmic protein kinase),18,2
73,"Uncharacterized conserved protein YidB, DUF937 family",18,0
74,"ABC-type tungstate transport system, permease component TupA",21,0
75,Uncharacterized coiled-coil protein SlyX (sensitive to lysis X),20,1
76,Phage-related minor tail protein,21,0
77,Kojibiose phosphorylase YcjT,19,1
78,"Putative heme iron utilization protein, contains PNPOx domain",21,0
79,Hydrogenase maturation factor HypF (carbamoyltransferase),19,0
80,D-alanyl-D-alanine carboxypeptidase,18,1
81,Signal transduction histidine kinase regulating phosphoglycerate transport system,17,3
82,"tRNA U38,U39,U40 pseudouridine synthase TruA",19,0
83,Archaeal/vacuolar-type H+-ATPase subunit B/Vma2,21,0
84,"ABC-type molybdate transport system, periplasmic Mo-binding protein ModA",14,0
85,Exopolyphosphatase/pppGpp-phosphohydrolase,20,0
86,Phosphoribosylanthranilate isomerase,17,1
87,"Uncharacterized protein CV0675, UCP033623 family",21,0
88,L-asparaginase II,17,2
89,Type IV pilus assembly protein PilV,20,0
90,Cytochrome c biogenesis protein CcdA,20,0
91,Predicted periplasmic protein,19,1
92,"Cyclopropanoid cyclopropyl hydrolase, GyrI-like domain",18,0
93,D-ribose pyranose/furanose isomerase RbsD,21,0
94,Superfamily II DNA helicase RecQ,20,1
95,Cysteinyl-tRNA synthetase,17,0
96,Flagellar biosynthesis protein FliP,20,0
97,NADH:ubiquinone oxidoreductase subunit 2 (chain N),17,2
98,"20S proteasome, alpha and beta subunits",19,0
99,"Uncharacterized membrane protein YagU, involved in acid resistance, DUF1440 family",20,0
100,Ribosomal protein L31E,20,0
101,Glutaminase,20,0
102,"DNA gyrase/topoisomerase IV, subunit A",20,0
103,"DNA topoisomerase VI, subunit B",21,0
104,Uroporphyrinogen-III methylase (siroheme synthase),21,0
105,"Uncharacterized conserved protein YydD, contains DUF2326 domain",15,0
106,"Uncharacterized conserved protein, contains a Zn-finger-like domain",19,0
107,tRNA nucleotidyltransferase/poly(A) polymerase,21,0
108,"5-carboxyvanillate decarboxylase LigW (lignin degradation), amidohydro domain",19,0
109,ssDNA-specific exonuclease RecJ,17,1
110,"Membrane-anchored glycerophosphoryl diester phosphodiesterase (GDPDase), membrane domain",17,1
111,"DNA polymerase I, 3'-5' exonuclease and polymerase domains",19,2
112,DNA repair exonuclease SbcCD nuclease subunit,19,0
113,"Uncharacterized protein, contains GH25 family domain",17,0
114,"Dessication stress tolerance protein, LEA/WHy domain",17,1
115,Divalent cation tolerance protein CutA,21,0
116,Glycopeptide antibiotics resistance protein,19,1
117,Chromate transport protein ChrA,20,1
118,Adenine C2-methylase RlmN of 23S rRNA A2503 and tRNA A37,20,1
119,Muramoyltetrapeptide carboxypeptidase LdcA (peptidoglycan recycling),20,0
120,Protein chain release factor PrfB,20,0
121,Ribosomal protein L23,18,1
122,"ABC-type Fe3+-citrate transport system, periplasmic component",15,0
123,Purine-nucleoside phosphorylase,19,1
124,"Predicted transcriptional regulator, contains HTH and Zn-ribbon domains",18,1
125,"ABC-type guanosine uptake system NupNOPQ, permease subunit NupQ",18,1
126,Recombination-promoting DNA endonuclease RpnC/YadD,18,0
127,"L-lactate utilization protein LutB, contains a ferredoxin-type domain",20,1
128,Uncharacterized conserved protein MJ0491,21,0
129,Altronate dehydratase,20,0
130,3-methyladenine DNA glycosylase AlkD,18,0
131,Pterin-4a-carbinolamine dehydratase,19,1
132,Cytochrome c oxidase subunit IV,19,1
133,"Transcriptional regulator, contains XRE-family HTH domain",18,0
134,"Uncharacterized conserved protein, DUF531 domain",20,0
135,"3,4-dihydroxy-2-butanone 4-phosphate synthase",19,1
136,"Uncharacterized conserved protein, DUF2126 family",18,1
137,"Uncharacterized conserved protein YigE, DUF2233 family",21,0
138,"Coproporphyrinogen-III oxidase HemH, oxygen-dependent",17,0
139,"RNA:NAD 2'-phosphotransferase, TPT1/KptA family",19,0
140,Methionyl-tRNA formyltransferase,16,2
141,"Ferric iron reductase protein FhuF, involved in iron transport",20,0
142,Creatinine amidohydrolase/Fe(II)-dependent FAPy formamide hydrolase (riboflavin and F420 biosynthesis),21,0
143,"Predicted phosphotransferase, aminoglycoside/choline kinase (APH/ChoK) family",18,2
144,Aspartyl aminopeptidase,19,0
145,"Uncharacterized lipoprotein YehR, DUF1307 family",19,0
146,Type 1 glutamine amidotransferase (GATase1)-like domain,21,0
147,Beta-galactosidase/beta-glucuronidase,19,1
148,Peptidoglycan hydrolase (amidase) enhancer domain SpoIID,16,0
149,Lipopolysaccharide export system protein LptC,17,0
150,"DNA-binding transcriptional regulator, XRE-family HTH domain",20,1
151,"c-di-GMP phosphodiesterase YuxH/PdeH, contains EAL and HDOD domains",19,1
152,"Uncharacterized conserved protein, DUF596 domain",16,2
153,Ureidoglycine aminohydrolase,21,0
154,"Transcription initiation factor IIE, alpha subunit",20,0
155,"Ribonucleotide reductase beta subunit, ferritin-like domain",19,1
156,"Uncharacterized conserved protein, UPF0371 family",19,1
157,"Predicted transcriptional regulator YheO, contains PAS and DNA-binding HTH domains",19,1
158,Archaellin (archaeal flagellin),21,0
159,"Cell fate regulator YlbF, YheA/YmcA/DUF963 family (controls sporulation, competence, biofilm development)",20,0
160,"Uncharacterized conserved protein, contains GYD domain",18,0
161,"Uncharacterized conserved protein, DUF1737 domain",21,0
162,"DNA-binding transcriptional regulator, PadR family",20,0
163,Alpha-galactosidase,21,0
164,"Anti-sigma-YlaC factor YlaD, contains Zn-finger domain",17,0
165,Antirestriction protein ArdA,20,0
166,"FoF1-type ATP synthase, gamma subunit",20,1
167,"UDP-2,3-diacylglucosamine pyrophosphatase LpxH",21,0
168,"Endonuclease YncB, thermonuclease family",20,0
169,Type IV pilus assembly protein PilN,18,2
170,Translation initiation factor 6 (eIF-6),16,2
171,Trehalose utilization protein,18,0
172,Molybdopterin-dependent catalytic subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases,20,0
173,LysM repeat,18,1
174,Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),20,0
175,Isopentenyl phosphate kinase,21,0
176,Quinolinate synthase,17,1
177,Acyl-CoA dehydrogenase related to the alkylation response protein AidB,18,2
178,"YycH protein, regulator of the WalKR two-component signal transduction system",20,1
179,"Translation elongation factor EF-G, a GTPase",20,0
180,"Uncharacterized conserved protein YejL, UPF0352 family",18,1
181,Glycerol-3-phosphate responsive antiterminator (mRNA-binding),19,1
182,"Uncharacterized protein HemY, contains HemY_N domain and TPR repeats (unrelated to protoporphyrinogen oxidase HemY)",17,1
183,Galactose mutarotase or related enzyme,17,2
184,"Macrodomain Ter protein organizer, MatP/YcbG family",20,1
185,"FoF1-type ATP synthase, membrane subunit a",21,0
186,"Predicted 5' DNA nuclease, flap endonuclease-1-like, helix-3-turn-helix (H3TH) domain",20,0
187,Predicted transcriptional regulator containing CBS domains,19,0
188,Type III restriction endonuclease,20,1
189,"Ethanolamine utilization protein EutJ, possible chaperonin",17,2
190,N-glycosylase/DNA lyase (8-oxoguanine DNA glycosylase),18,0
191,Ribosomal protein L44E,18,0
192,Type II secretory pathway component GspD/PulD (secretin),18,0
193,Cytochrome oxidase assembly protein ShyY1,19,0
194,Heat shock protein HspQ,21,0
195,"Uncharacterized membrane protein, DMT/DUF486 family",20,1
196,Membrane protein implicated in regulation of membrane protease activity,20,0
197,3'-phosphoadenosine 5'-phosphosulfate sulfotransferase,21,0
198,Transcription regulator of the Arc/MetJ class,18,1
199,SH3-like domain,19,1
200,"Predicted acetyltransferase, GNAT family",16,2
201,Predicted secreted endonuclease distantly related to archaeal Holliday junction resolvase,20,0
202,Ligand-binding sensor domain,20,0
203,"ABC-type iron transport system FetAB, permease component",20,1
204,Flagellar biosynthesis protein FliQ,18,0
205,"Uncharacterized membrane protein AF0785, contains DUF389 domain",19,1
206,"Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids)",19,0
207,"6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase MptE (tetrahydrofolate and tetrahydromethanopterin biosynthesis)",21,0
208,Ribosomal protein L22,18,1
209,"RNA 2',3'-cyclic phosphodiesterase (2'-5' RNA ligase)",18,1
210,"Type IV pilus assembly protein, major pilin PilA",20,0
211,Phosphotransferase system sorbitol-specific IIB component,15,3
212,Esterase/lipase superfamily enzyme,19,1
213,Phosphoglucomutase/phosphomannomutase,14,4
214,Flagellar basal body rod protein FlgB,21,0
215,Predicted naringenin-chalcone synthase,20,0
216,Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase,20,0
217,"DNA polymerase III, psi subunit",18,0
218,Agmatine/peptidylarginine deiminase,20,1
219,Flagellar basal body rod protein FlgF,20,0
220,K+-sensing histidine kinase KdpD,17,3
221,"ABC-type siderophore export system, fused ATPase and permease components",16,2
222,"Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrD",21,0
223,Protein thiol-disulfide isomerase DsbC,20,0
224,5'-deoxynucleotidase YfbR and related HD superfamily hydrolases,20,1
225,D-lyxose ketol-isomerase,21,0
226,"CDC48-associated ubiquitin-like protein CUZ1, contains AN1-type Zn-finger (protection from As/Sb toxicity)",17,1
227,"Uncharacterized membrane protein YcjF, UPF0283 family",20,0
228,Isoleucyl-tRNA synthetase,17,2
229,Co/Zn/Cd efflux system component,19,1
230,Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla,17,2
231,"Uncharacterized conserved protein YpmS, DUF2140 family",16,1
